PRP$,mijn,54436
PRP$,zijn,11318
PRP$,haar,6361
PRP$,ons,3132
PRP$,jouw,2806
PRP$,hun,2370
PRP$,onze,1574
PRP$,uw,285
PRP$,mijne,218
PRP$,mijns,40
PRP$,d'r,11
PRP$,zijner,6
PRP$,hare,4
PRP$,onzer,2
PRP$,zijne,2
PRP$,zijns,1
NNPS,zaken,9
NNPS,staten,6
NNPS,verenigde,6
NNPS,stones,2
NNPS,mama's,2
NNPS,middeleeuwen,2
NNPS,black,2
NNPS,olympische,2
NNPS,spelen,2
NNPS,beatles,1
NNPS,gees,1
NNPS,bee,1
NNPS,papa's,1
NNPS,poema's,1
NNPS,canarische,1
JJ,goed,21855
JJ,echt,14151
JJ,erg,9533
JJ,gewoon,9217
JJ,natuurlijk,5476
JJ,zeker,5423
JJ,eigenlijk,4944
JJ,hele,4549
JJ,snel,4106
JJ,fijn,3937
JJ,lang,3885
JJ,gelukkig,3785
JJ,mooi,3596
JJ,lekker,3579
JJ,blij,3571
JJ,graag,3388
JJ,goede,3277
JJ,nieuwe,3024
JJ,mogelijk,2807
JJ,leuk,2654
JJ,liefs,2526
JJ,lieve,2453
JJ,nodig,2413
JJ,vast,2302
JJ,juist,2198
JJ,moeilijk,2167
JJ,grote,2086
JJ,bigsmile,2084
JJ,duidelijk,1837
JJ,niet,1805
JJ,bang,1779
JJ,diagnose,1735
JJ,extra,1727
JJ,waarschijnlijk,1720
JJ,groot,1700
JJ,bezig,1692
JJ,precies,1677
JJ,kleine,1627
JJ,mooie,1625
JJ,hopelijk,1593
JJ,prothese,1586
JJ,half,1585
JJ,uiteindelijk,1573
JJ,alleen,1546
JJ,ziek,1485
JJ,klein,1436
JJ,vorige,1428
JJ,normaal,1350
JJ,klaar,1347
JJ,hard,1290
JJ,jammer,1257
JJ,t,1256
JJ,wel,1211
JJ,enorm,1191
JJ,zwaar,1157
JJ,direct,1147
JJ,vorig,1146
JJ,enige,1146
JJ,volgende,1135
JJ,dikke,1124
JJ,vrij,1122
JJ,ontzettend,1119
JJ,nog,1107
JJ,heerlijk,1103
JJ,gek,1099
JJ,eerlijk,1088
JJ,kort,1076
JJ,rustig,1060
JJ,geweldig,1058
JJ,moe,1045
JJ,kwijt,1044
JJ,vol,1016
JJ,druk,1000
JJ,slecht,977
JJ,leuke,972
JJ,prima,967
JJ,jonge,938
JJ,spannend,937
JJ,behoorlijk,923
JJ,totaal,917
JJ,belangrijk,907
JJ,vervelend,888
JJ,lastig,875
JJ,open,871
JJ,regelmatig,860
JJ,ok,860
JJ,bekend,850
JJ,ruim,849
JJ,ver,835
JJ,lange,833
JJ,vreselijk,822
JJ,ook,807
JJ,oude,792
JJ,nieuw,790
JJ,herkenbaar,783
JJ,zou,780
JJ,w,778
JJ,persoonlijk,750
JJ,beetje,745
JJ,heftig,733
JJ,makkelijk,730
JJ,had,719
JJ,paar,719
JJ,schoon,717
JJ,welkom,706
JJ,toch,702
JJ,link,689
JJ,redelijk,674
JJ,sterk,673
JJ,echte,673
JJ,volledig,662
JJ,hoog,658
JJ,diep,655
JJ,los,646
JJ,vreemd,644
JJ,m,641
JJ,flink,633
JJ,1e,630
JJ,eventueel,629
JJ,enorme,626
JJ,directe,620
JJ,wakker,618
JJ,absoluut,616
JJ,pijnlijk,616
JJ,misselijk,610
JJ,gezond,590
JJ,gezellig,587
JJ,prachtig,580
JJ,jong,579
JJ,medische,577
JJ,gerust,576
JJ,prettig,574
JJ,tevreden,569
JJ,trots,566
JJ,langzaam,562
JJ,oud,551
JJ,positieve,542
JJ,zwanger,527
JJ,gewone,526
JJ,second,523
JJ,gezonde,520
JJ,korte,518
JJ,zware,517
JJ,bijzonder,515
JJ,slechte,510
JJ,juiste,506
JJ,soort,496
JJ,laag,495
JJ,warm,492
JJ,toevallig,487
JJ,momenteel,484
JJ,waar,476
JJ,stil,472
JJ,boos,467
JJ,benieuwd,457
JJ,verpleegkundige,450
JJ,preventieve,450
JJ,eventuele,447
JJ,serieus,445
JJ,aardig,441
JJ,strak,437
JJ,plastisch,431
JJ,voorlopig,430
JJ,hoge,428
JJ,bewust,422
JJ,komende,421
JJ,tegenwoordig,420
JJ,handig,416
JJ,fijne,415
JJ,dik,412
JJ,waard,409
JJ,gevoelig,405
JJ,moeilijke,405
JJ,super,396
JJ,verdrietig,393
JJ,rode,392
JJ,kaal,389
JJ,dagelijks,388
JJ,verkeerd,386
JJ,negatief,382
JJ,dubbele,382
JJ,verschrikkelijk,381
JJ,logisch,380
JJ,rare,373
JJ,prachtige,371
JJ,hormoongevoelige,365
JJ,mogelijke,365
JJ,zichtbaar,362
JJ,kwaad,361
JJ,afhankelijk,360
JJ,normale,359
JJ,voorzichtig,357
JJ,witte,353
JJ,vet,351
JJ,rood,350
JJ,goeie,350
JJ,flinke,344
JJ,eng,341
JJ,aanwezig,341
JJ,halve,336
JJ,raar,329
JJ,pijnlijke,328
JJ,knap,326
JJ,interessant,324
JJ,roze,323
JJ,medisch,321
JJ,apart,317
JJ,gestart,315
JJ,welk,314
JJ,harde,310
JJ,prognose,307
JJ,verstandig,307
JJ,verkeerde,307
JJ,kwaadaardig,305
JJ,definitieve,305
JJ,kon,303
JJ,hartstikke,300
JJ,ervaring,299
JJ,koud,289
JJ,narcose,287
JJ,geweldige,287
JJ,persoonlijke,286
JJ,geheel,285
JJ,hormoongevoelig,284
JJ,bestraalde,282
JJ,actief,280
JJ,rot,277
JJ,3e,270
JJ,nare,270
JJ,huidige,270
JJ,gezocht,267
JJ,volle,262
JJ,werkelijk,261
JJ,speciale,257
JJ,dun,256
JJ,volledige,255
JJ,warme,254
JJ,heftige,254
JJ,iig,254
JJ,lichamelijk,254
JJ,gepland,251
JJ,uitgezaaide,251
JJ,degelijk,249
JJ,verschillend,249
JJ,chronische,248
JJ,a.s.,247
JJ,compleet,245
JJ,negatieve,243
JJ,blauwe,243
JJ,puur,242
JJ,gemakkelijk,240
JJ,dubbelzijdige,236
JJ,goedaardig,235
JJ,snelle,234
JJ,taxotere,234
JJ,tijdelijk,233
JJ,vrolijk,233
JJ,gewend,233
JJ,lage,231
JJ,amazone,228
JJ,fase,227
JJ,ernstig,226
JJ,weg,222
JJ,val,221
JJ,foute,218
JJ,zwart,218
JJ,schone,217
JJ,specifiek,214
JJ,on,213
JJ,letterlijk,210
JJ,kale,209
JJ,vermoed,206
JJ,beslist,206
JJ,bovenstaande,205
JJ,wekelijks,205
JJ,nederlandse,204
JJ,moest,204
JJ,kapot,202
JJ,duidelijke,201
JJ,triple,199
JJ,positief,199
JJ,relatief,197
JJ,droge,195
JJ,sterke,194
JJ,natuurlijke,194
JJ,constant,194
JJ,lekkere,192
JJ,sprak,192
JJ,bekende,192
JJ,fantastisch,188
JJ,wit,184
JJ,nieuwsgierig,184
JJ,alternatieve,183
JJ,borstbesparende,183
JJ,weer,182
JJ,mammacare,180
JJ,leg,180
JJ,dankbaar,178
JJ,veilig,177
JJ,gekke,177
JJ,wetenschappelijk,177
JJ,heerlijke,176
JJ,lichte,175
JJ,bijzondere,173
JJ,drink,172
JJ,stom,172
JJ,vreselijke,172
JJ,hoop,171
JJ,erfelijke,171
JJ,simpel,170
JJ,primaire,168
JJ,ongelooflijk,168
JJ,aantal,167
JJ,lief,166
JJ,reguliere,166
JJ,grappig,166
JJ,anders,165
JJ,droog,163
JJ,enthousiast,162
JJ,belangrijke,162
JJ,zwarte,161
JJ,stukje,161
JJ,kennelijk,161
JJ,specifieke,160
JJ,vreemde,160
JJ,zacht,160
JJ,ernstige,158
JJ,schuldig,157
JJ,vaste,156
JJ,net,155
JJ,erfelijk,154
JJ,algemene,154
JJ,borstsparende,154
JJ,automatisch,149
JJ,domme,149
JJ,geestelijk,149
JJ,losse,148
JJ,oncologisch,147
JJ,dure,147
JJ,morgen,146
JJ,geleden,146
JJ,vrije,146
JJ,zenuwachtig,145
JJ,geboren,145
JJ,officieel,145
JJ,leeg,144
JJ,behoorlijke,142
JJ,gemiddeld,142
JJ,heus,142
JJ,terug,142
JJ,all,142
JJ,zachte,141
JJ,strakke,141
JJ,helder,140
JJ,lichamelijke,140
JJ,bloot,140
JJ,voorbereid,139
JJ,tuurlijk,138
JJ,belast,137
JJ,stijf,137
JJ,koude,137
JJ,stevig,137
JJ,jaarlijkse,136
JJ,zieke,135
JJ,standaard,135
JJ,late,135
JJ,gunstig,135
JJ,onmogelijk,135
JJ,vette,134
JJ,perse,133
JJ,nodige,133
JJ,soepel,132
JJ,procedure,132
JJ,kwaadaardige,132
JJ,reuze,131
JJ,lastige,130
JJ,gehoopt,130
JJ,vergelijkbaar,130
JJ,streng,129
JJ,telefonisch,129
JJ,gezellige,129
JJ,onrustig,129
JJ,slim,128
JJ,aanvullende,128
JJ,angstig,128
JJ,adjuvante,128
JJ,last,127
JJ,dunne,126
JJ,maandelijkse,126
JJ,4e,125
JJ,n,124
JJ,dagelijkse,123
JJ,stuk,123
JJ,verpleegkundigen,123
JJ,kreeg,122
JJ,onnodig,122
JJ,by,122
JJ,wekelijkse,121
JJ,blauw,120
JJ,e,120
JJ,jarige,120
JJ,vaag,119
JJ,google,119
JJ,nader,119
JJ,gehele,119
JJ,ontwikkeld,118
JJ,vel,117
JJ,wilde,117
JJ,have,117
JJ,allergische,117
JJ,keer,116
JJ,gedeeltelijk,116
JJ,steeds,115
JJ,palliatieve,115
JJ,dom,114
JJ,dwars,114
JJ,goedaardige,114
JJ,bereid,113
JJ,geschikt,113
JJ,hartelijk,112
JJ,begrijpelijk,112
JJ,gevoelige,111
JJ,tijdelijke,110
JJ,gemiddelde,110
JJ,interesse,110
JJ,zei,108
JJ,genetisch,108
JJ,therapeut,108
JJ,ronde,108
JJ,spontaan,108
JJ,lijk,107
JJ,onzekere,107
JJ,ware,107
JJ,zwak,106
JJ,noodzakelijk,106
JJ,aardige,106
JJ,actieve,106
JJ,neo-adjuvante,105
JJ,maximaal,105
JJ,psychische,104
JJ,jaarlijks,104
JJ,poos,104
JJ,anoniem,104
JJ,nuchter,104
JJ,beschikbaar,104
JJ,out,104
JJ,chronisch,103
JJ,vandaag,103
JJ,agressieve,103
JJ,links,102
JJ,gespannen,101
JJ,goeds,101
JJ,jaar,101
JJ,aanstaande,101
JJ,diepe,101
JJ,keurig,101
JJ,do,100
JJ,benauwd,100
JJ,effectief,100
JJ,emotionele,100
JJ,mocht,99
JJ,donker,99
JJ,week,99
JJ,keihard,99
JJ,thuis,98
JJ,voorspoedig,98
JJ,breed,98
JJ,vrouwelijke,98
JJ,chemo,97
JJ,kwalijk,96
JJ,gevaarlijk,96
JJ,duizelig,96
JJ,afschuwelijk,96
JJ,plotseling,95
JJ,vlug,95
JJ,psychisch,95
JJ,ff,95
JJ,pijn,95
JJ,speciaal,95
JJ,eenvoudig,94
JJ,prive,94
JJ,plastische,94
JJ,totale,94
JJ,sociale,93
JJ,rechtstreeks,93
JJ,belachelijk,93
JJ,vies,93
JJ,onvoldoende,92
JJ,zere,92
JJ,individuele,91
JJ,overige,91
JJ,flauw,90
JJ,stevige,90
JJ,simpele,90
JJ,blote,90
JJ,kwetsbaar,89
JJ,papieren,89
JJ,fantastische,89
JJ,intake,88
JJ,vriendelijke,88
JJ,zonde,87
JJ,af,87
JJ,gelijk,87
JJ,lokale,87
JJ,hormonale,87
JJ,zielig,87
JJ,belgische,87
JJ,vermoeiend,87
JJ,jarenlang,87
JJ,klinisch,87
JJ,dubbel,86
JJ,onschuldig,86
JJ,vertrouwd,86
JJ,onschuldigs,86
JJ,luxe,86
JJ,doos,85
JJ,al,84
JJ,ongeneeslijk,84
JJ,financieel,84
JJ,stoere,84
JJ,spannende,84
JJ,eenzaam,84
JJ,volkomen,84
JJ,moois,83
JJ,verkouden,83
JJ,vieze,83
JJ,binnen,82
JJ,stijve,82
JJ,financiele,82
JJ,agressief,82
JJ,verdachte,82
JJ,betrouwbaar,81
JJ,allergisch,81
JJ,gestemd,81
JJ,lelijk,81
JJ,even,81
JJ,ongelofelijk,80
JJ,jaloers,80
JJ,begon,80
JJ,grijs,80
JJ,sociaal,80
JJ,vond,80
JJ,voelbaar,80
JJ,live,79
JJ,wetenschappelijke,79
JJ,genetische,79
JJ,se,78
JJ,groen,78
JJ,nuttig,78
JJ,langdurig,78
JJ,oorspronkelijke,78
JJ,drukke,77
JJ,vriendelijk,77
JJ,inwendige,77
JJ,bruin,76
JJ,vanzelfsprekend,76
JJ,gelijke,76
JJ,verse,76
JJ,groene,76
JJ,openbaar,76
JJ,direkt,76
JJ,vertrouwde,76
JJ,ervaringsdeskundigen,76
JJ,nurse,75
JJ,onverwacht,75
JJ,uiteindelijke,75
JJ,b,75
JJ,oneerlijk,75
JJ,aparte,75
JJ,ongerust,74
JJ,onduidelijk,74
JJ,uitwendige,74
JJ,vage,73
JJ,slopend,73
JJ,down,73
JJ,schijnbaar,73
JJ,taai,73
JJ,waardeloos,72
JJ,sanne-ke,72
JJ,slank,72
JJ,latere,72
JJ,ingewikkeld,72
JJ,realistisch,72
JJ,scherp,71
JJ,nerveus,71
JJ,gunstige,71
JJ,vroeg,71
JJ,scheef,70
JJ,dose,70
JJ,dense,70
JJ,ontroerend,70
JJ,intensief,70
JJ,zogenaamde,70
JJ,academisch,69
JJ,klinische,68
JJ,kritisch,67
JJ,more,67
JJ,moedig,67
JJ,vers,67
JJ,zeldzame,67
JJ,praktische,67
JJ,eerlijke,67
JJ,algehele,67
JJ,sexy,67
JJ,triest,67
JJ,officiele,67
JJ,auke,66
JJ,kortademig,66
JJ,interessante,66
JJ,ontzettende,66
JJ,mri,66
JJ,vals,66
JJ,vlot,66
JJ,lokaal,66
JJ,chemische,65
JJ,werkzaam,65
JJ,blond,65
JJ,jarig,65
JJ,gerookt,65
JJ,minste,65
JJ,getraind,65
JJ,plaatselijke,64
JJ,pittig,64
JJ,onzeker,64
JJ,herkend,63
JJ,zorgvuldig,63
JJ,inderdaad,63
JJ,verspreid,63
JJ,blessure,63
JJ,onrustige,62
JJ,maximale,62
JJ,geestelijke,62
JJ,dol,62
JJ,invasieve,62
JJ,fris,62
JJ,optimistisch,62
JJ,prettige,62
JJ,vermoedelijk,62
JJ,eens,61
JJ,rechts,61
JJ,naakt,61
JJ,aanzienlijk,61
JJ,dappere,60
JJ,extreme,60
JJ,ongemakkelijk,60
JJ,brede,60
JJ,engelse,60
JJ,praktisch,59
JJ,ct,59
JJ,l,59
JJ,maatschappelijk,59
JJ,akelig,59
JJ,naief,59
JJ,pure,59
JJ,verschrikkelijke,59
JJ,voorafgaand,58
JJ,gevoelloos,58
JJ,arme,58
JJ,tijdje,58
JJ,believe,58
JJ,aanmoedigen,58
JJ,vroege,57
JJ,tijd,57
JJ,cosmetische,57
JJ,vervelende,57
JJ,ongelukkig,57
JJ,donkere,57
JJ,haalbaar,56
JJ,eigelijk,56
JJ,serieuze,56
JJ,enge,56
JJ,gebruikelijk,56
JJ,zoet,56
JJ,forse,56
JJ,amerikaanse,55
JJ,zwangere,55
JJ,ruime,55
JJ,uitzonderlijk,55
JJ,verwarrend,55
JJ,onverwachte,54
JJ,branderig,54
JJ,krachtig,54
JJ,deed,54
JJ,hormoonongevoelige,54
JJ,silicone,54
JJ,onmiddellijk,54
JJ,smakelijk,53
JJ,toekomstige,53
JJ,dacht,53
JJ,zag,53
JJ,gered,53
JJ,nat,53
JJ,gelijktijdig,53
JJ,big,53
JJ,reeel,53
JJ,verbrand,53
JJ,tig,53
JJ,zinnig,53
JJ,gemeen,53
JJ,eindeloos,52
JJ,hormoonongevoelig,52
JJ,huishoudelijke,52
JJ,wijzigen,52
JJ,fors,52
JJ,marielle,52
JJ,relevant,52
JJ,absolute,51
JJ,pijnloos,51
JJ,soortgelijke,51
JJ,dicht,51
JJ,oncologische,51
JJ,stiekum,51
JJ,uiterste,51
JJ,buiten,51
JJ,zelfstandig,51
JJ,verantwoordelijk,50
JJ,farmaceutische,50
JJ,dadelijk,50
JJ,uniek,50
JJ,idd,50
JJ,landelijke,50
JJ,mammacareverpleegkundige,50
JJ,vergelijkbare,50
JJ,arbeidsdeskundige,50
JJ,bevestigen,49
JJ,logische,49
JJ,behandelend,49
JJ,ellendig,49
JJ,allereerst,49
JJ,preventief,49
JJ,mentale,49
JJ,hevige,49
JJ,gedraaid,49
JJ,borstkanker,48
JJ,comfortabel,48
JJ,misschien,48
JJ,kritische,48
JJ,virtuele,48
JJ,frisse,48
JJ,alleenstaande,48
JJ,individueel,48
JJ,bespreekbaar,48
JJ,gouden,48
JJ,betrouwbare,47
JJ,schildwachtklierprocedure,47
JJ,professionele,47
JJ,werkzame,47
JJ,geleidelijk,47
