Date & Time,Inactivity,Over past 30 days
2006-04-21 04:00:00,582,582.0
2006-04-22 04:00:00,0,291.0
2006-04-23 04:00:00,1,194.33333333333334
2006-04-24 04:00:00,2,146.25
2006-04-25 04:00:00,3,117.6
2006-04-26 04:00:00,4,98.66666666666667
2006-04-27 04:00:00,5,85.28571428571429
2006-04-28 04:00:00,6,75.375
2006-04-29 04:00:00,7,67.77777777777777
2006-04-30 04:00:00,8,61.8
2006-05-01 04:00:00,9,57.0
2006-05-02 04:00:00,10,53.083333333333336
2006-05-03 04:00:00,0,49.0
2006-05-04 04:00:00,1,45.57142857142857
2006-05-05 04:00:00,2,42.666666666666664
2006-05-06 04:00:00,0,40.0
2006-05-07 04:00:00,1,37.705882352941174
2006-05-08 04:00:00,2,35.72222222222222
2006-05-09 04:00:00,3,34.0
2006-05-10 04:00:00,4,32.5
2006-05-11 04:00:00,5,31.19047619047619
2006-05-12 04:00:00,6,30.045454545454547
2006-05-13 04:00:00,7,29.043478260869566
2006-05-14 04:00:00,8,28.166666666666668
2006-05-15 04:00:00,9,27.4
2006-05-16 04:00:00,10,26.73076923076923
2006-05-17 04:00:00,11,26.14814814814815
2006-05-18 04:00:00,12,25.642857142857142
2006-05-19 04:00:00,13,25.20689655172414
2006-05-20 04:00:00,14,24.833333333333332
2006-05-21 04:00:00,0,5.433333333333334
2006-05-22 04:00:00,0,5.433333333333334
2006-05-23 04:00:00,1,5.433333333333334
2006-05-24 04:00:00,2,5.433333333333334
2006-05-25 04:00:00,0,5.333333333333333
2006-05-26 04:00:00,0,5.2
2006-05-27 04:00:00,0,5.033333333333333
2006-05-28 04:00:00,0,4.833333333333333
2006-05-29 04:00:00,1,4.633333333333334
2006-05-30 04:00:00,0,4.366666666666666
2006-05-31 04:00:00,1,4.258064516129032
2006-06-01 04:00:00,2,4.032258064516129
2006-06-02 04:00:00,3,3.806451612903226
2006-06-03 04:00:00,4,3.935483870967742
2006-06-04 04:00:00,5,4.064516129032258
2006-06-05 04:00:00,6,4.193548387096774
2006-06-06 04:00:00,7,4.419354838709677
2006-06-07 04:00:00,8,4.645161290322581
2006-06-08 04:00:00,0,4.580645161290323
2006-06-09 04:00:00,1,4.516129032258065
2006-06-10 04:00:00,2,4.451612903225806
2006-06-11 04:00:00,3,4.387096774193548
2006-06-12 04:00:00,4,4.32258064516129
2006-06-13 04:00:00,5,4.258064516129032
2006-06-14 04:00:00,6,4.193548387096774
2006-06-15 04:00:00,7,4.129032258064516
2006-06-16 04:00:00,8,4.064516129032258
2006-06-17 04:00:00,9,4.0
2006-06-18 04:00:00,10,3.935483870967742
2006-06-19 04:00:00,11,3.870967741935484
2006-06-20 04:00:00,0,3.4193548387096775
2006-06-21 04:00:00,1,3.4516129032258065
2006-06-22 04:00:00,2,3.5161290322580645
